Result,surface,best_of,w_heightdiff,w_agediff,w_acediff,w_dfdiff,%w_1stIndiff,%w_1stwondiff,%w_2ndwondiff,w_rankdiff,w_rankpointsdiff
1,1,3,-5,0.5284052,-11,-3,0.026492851,-0.141421225,0.037037037,32,-474
1,1,3,-13,6.1136208,-3,0,-0.054497947,-0.301282052,-0.039270687,64,-717
1,1,3,3,1.9137577,1,0,-0.209382151,-0.13362069,-0.076648841,-9,43
1,1,3,2,4.44079398,3,1,-0.020879121,0.051597051,-0.138257576,74,-359
1,1,3,0,-0.78576318,-9,2,-0.080063627,-0.294372294,-0.349473684,75,-713
0,1,3,18,3.89869952,3,2,-0.044538707,0.243076923,0.0375,977,-750
1,1,3,0,1.5742642,-2,-2,-0.100269542,-0.178461538,-0.009740259,27,-155
1,1,3,-5,-0.95277207,-4,-5,0.092654639,-0.026595745,-0.07606679,34,-188
1,1,3,-8,-3.47433264,6,-2,-0.025017253,0.052377115,-0.032673723,-3,23
0,1,3,-10,8.5229295,-8,2,-0.019428571,-0.00613155,0.064102564,73,-682
1,1,3,-16,-1.01300479,2,-3,-0.071428572,0.023333333,-0.029411765,60,-702
0,1,3,3,-0.11498974,9,2,-0.073387097,0.151444789,-0.061507937,-71,356
0,1,3,-8,1.5633128,-3,-1,0.070824525,0.044418239,-0.045454545,71,-324
0,1,3,15,-2.7542779,7,1,0.108988276,0.064357865,-0.074268567,-15,64
1,1,3,-5,2.87748117,-5,-3,-0.019704433,-0.1875,-0.006410256,21,-485
1,1,3,-10,1.61259411,-2,2,0.015940143,-0.114369501,-0.116363636,-1012,1245
0,1,3,23,0.22997946,7,4,-0.065201465,0.111111111,-0.121408046,-68,307
0,1,3,5,7.1594798,0,0,-0.03959171,0.036036036,0.3125,61,-708
1,1,3,0,-0.96372347,-5,0,0.108426805,-0.091655267,-0.22705314,981,-775
1,1,3,-5,3.55373032,-4,0,0.058846228,-0.002022245,-0.04,28,-163
1,1,3,-13,15.33196441,-2,-2,0.036585365,-0.135076252,0.05875576,637,-775
0,1,3,-13,-1.25667352,11,-1,-0.040384961,0.050667714,0.081385281,-77,313
0,1,3,0,-4.84325804,-6,2,0.040060852,-0.019081693,0.258947368,-1,20
1,1,3,-5,0.40246406,-2,-2,-0.155714286,-0.020453289,0.04456328,-29,1182
1,1,3,0,-3.00342231,-1,3,-0.079515065,-0.05637773,-0.081871345,37,-209
1,1,3,-5,-1.98220397,-1,4,-0.22230014,-0.160138248,-0.180392157,-30,384
1,1,3,-13,3.58110883,-8,-2,0.002747252,-0.303904924,0.162835249,46,-876
1,1,3,17,4.02464065,-5,2,-0.029588534,0.02352472,-0.093478261,-156,718
0,1,3,5,-4.29568788,-2,-7,0.047502503,-0.155225019,0.103065539,56,-832
1,1,3,2,-11.58932238,-1,2,0.213580247,-0.081810631,-0.051914894,48,-3177
0,1,3,-27,-3.2936345,2,-1,0.115684093,0.310559006,0.2,-158,1656
0,1,3,-5,2.20123204,-7,0,0.134647792,-0.021276595,0.129370629,-65,2059
1,1,3,-5,9.92744696,-10,-3,-0.112652609,-0.053333333,0.038888889,3,-72
1,1,3,-8,1.48117728,-7,-3,0.184882419,-0.134353039,-0.120545073,52,-1733
0,1,3,23,-3.26899384,7,4,-0.071175951,0.107575758,-0.096546864,-174,1342
0,1,3,-10,0.77754962,4,2,0.044710892,-0.066326531,0.077141236,-77,5207
1,1,3,-33,-5.22108145,-1,3,-0.02843861,-0.184035477,-0.271428571,9,-2020
0,1,3,8,-8.8569473,15,-1,0.07416268,0.391534392,0.145454545,31,-1770
0,1,3,13,2.40109514,4,-2,0.117794486,0.120168067,0.180124223,-42,1667
1,1,3,-13,4.11225188,-3,-3,0.066395987,0.068181818,0.061375662,-18,4254
0,1,3,-3,-9.60711841,9,0,0.05963991,0.276947286,0.297619047,33,-3000
0,1,3,2,0.60780287,9,-3,0.190559441,0.050505051,0.117647059,-10,879
0,1,3,-5,-6.57631759,9,-1,0.056530214,0.195945946,0.206060606,29,-1505
1,2,3,-8,-2.45037645,-3,-2,0.219907407,0.067307692,0.545454545,30,-190
0,2,3,-23,-4.22176591,2,-2,0.248148148,0.2125,0.124668435,-78,285
1,2,3,-5,7.61122519,-1,0,0.111864407,-0.119047619,-0.016806723,43,-1160
1,2,3,21,5.05681041,24,2,-0.11260935,0.10137457,-0.097169811,-60,1859
1,2,3,-10,-2.99247091,1,1,-0.061594203,-0.115079366,0.106060606,58,-236
0,2,3,0,-1.35797399,1,0,-0.274038462,0.225274725,-0.083333333,63,-328
1,2,3,3,-2.15195072,2,-1,-0.001744766,-0.031063322,-0.157094595,27,-673
1,2,3,-5,-1.97125256,-2,-3,-0.012121212,-0.295751634,-0.055727554,-23,675
0,2,3,-8,-0.8569473,5,-2,0.003985099,0.145183175,-0.00915751,1,-5
0,2,3,-3,5.10609172,3,-3,0.105555555,0.085365854,0.210526315,-61,4121
1,2,3,13,-5.79329227,-1,1,-0.105691057,0.044977511,-0.12835249,41,-3447
1,2,3,-15,1.04859686,-1,-3,-0.05036855,-0.066666667,-0.003267973,71,-1309
1,2,3,3,2.46954141,-3,1,-0.338321995,-0.190804598,-0.121323529,12,-73
0,2,3,7,1.79329227,-1,0,0.031604055,0.114130435,-0.118421053,94,-1023
0,2,3,7,-8.80492813,5,0,0.068085106,0.337142857,0.396103896,-4,52
1,2,3,-2,0.78302532,2,-1,-0.186651584,-0.11574074,0.03,48,-4046
0,2,3,10,-11.42231349,4,2,-0.096153846,0.177975529,0.157635468,13,-2395
1,2,3,0,4.77481178,3,5,-0.190216293,-0.062424242,-0.07382134,47,-234
1,2,3,10,-4.75838467,0,0,-0.1256621,0.015734265,-0.039938556,1,0
0,2,3,0,3.2991102,-1,-3,-0.025808458,0.250896057,0.133689839,52,-1204
0,2,3,-5,0.41889117,8,2,-0.016734143,0.122996516,0.028409091,40,-3985
1,2,3,5,-4.37234771,-10,-3,0.017316017,-0.044147158,-0.028205129,26,-169
1,1,3,15,1.27583846,8,1,0.117287099,-0.166666667,-0.393483709,99,-3696
0,1,3,23,-2.50787132,3,-1,0.009433962,0.488461538,0.092592593,-47,402
0,1,3,13,-1.28952772,1,2,-0.082069175,0.308426073,-0.152380953,-80,1432
0,1,3,-10,-6.20670774,-4,-4,-0.002878158,0.120967742,0.135714286,33,-298
1,1,3,-8,-1.25667351,-2,-2,0.068253968,-0.189705882,-0.098662207,38,-626
0,1,3,0,-8.59411362,-3,-2,-0.034081104,-0.120958752,0.348484849,-39,903
1,1,3,15,3.60574949,-1,1,0.041212122,-0.06060606,-0.277419355,-115,2084
0,1,3,-27,-10.38466803,2,-1,0.027777778,0.114832536,0.042780749,23,-403
1,1,3,8,-1.12799453,5,1,-0.014619362,0.032747982,-0.095238096,2,-25
1,1,3,8,-7.20054757,-1,0,-0.090601758,-0.210752688,-0.15,53,-3149
1,1,3,-20,-2.22861054,-4,2,-0.195555556,-0.125,-0.014285714,-37,3220
1,1,3,0,10.72689938,-8,2,0.069949495,-0.053306343,-0.056876061,1030,-2010
0,1,3,5,-1.81245722,0,2,0.067365967,0.030487805,0.060689655,-53,703
0,1,3,10,-4.31211499,2,0,0.092133621,0.069230769,0.02,-37,875
0,1,3,2,4.66255989,2,6,0.124611337,0.032085562,-0.093971631,-42,174
0,1,3,9,2.28336755,-7,1,0.09588015,-0.038690476,0.119047619,8,-80
0,1,3,5,-6.60095824,1,0,-0.186199095,0.257417803,-0.047777778,24,-2675
0,1,3,-3,-2.30253251,2,-2,0.050577459,0.138198757,0.1275,-11,645
0,1,3,8,-5.11978097,-1,0,0.042250287,-0.020050126,0.152592593,-64,1030
1,1,3,10,1.5906913,-8,1,-0.039464883,-0.137065637,-0.238095238,30,-478
1,1,3,13,5.908282,-3,-1,-0.222273355,-0.24074074,-0.227272727,28,-1005
0,1,3,13,-3.95345654,-7,-1,0.079105292,-0.074275363,0.058423913,-11,435
1,1,3,8,0.8678987,-14,3,-0.135505411,-0.097818599,0.023391812,6,-345
1,1,3,10,-0.77754963,2,-1,-0.016488413,0.088142292,-0.114488348,88,-5277
0,1,3,5,-2.32717317,4,-2,0.25233296,0.181512605,-0.024242424,141,-636
0,1,3,-12,3.65229295,4,3,0.104477612,0.056089744,0.071428571,-82,769
1,1,3,-11,-3.53182752,-4,1,-0.093304843,-0.119162641,-0.100645161,29,-2844
1,1,3,5,1.30047912,2,3,0.018830128,-0.049712193,-0.237241379,-21,105
0,1,3,3,-5.79329226,1,-5,0.156944444,-0.083047358,0.052475979,8,-180
1,1,3,10,-0.65160849,-3,-3,-0.014637905,-0.142222222,-0.075414781,-35,820
0,1,3,8,3.67145791,4,-1,-0.02474645,0.056547619,0.004273504,-43,351
1,1,3,0,2.51608487,-2,0,0.036824877,-0.210277214,-0.277777778,55,-1220
0,1,3,0,1.70294319,13,0,-0.143410853,0.11532567,0.074011775,-13,360
0,1,3,13,6.94592744,3,-4,-0.078651685,0.116036506,0.026126126,-56,347
1,1,3,-2,1.57152635,-2,6,0.024442653,-0.217948718,-0.097647059,-43,194
0,1,3,8,-5.0568104,4,-2,0.133484163,0.33625731,0.233333334,-40,15755
1,1,3,10,-2.48049282,2,1,0.025118311,0.011904762,-0.162903226,184,-5588
1,1,3,-10,7.33470226,-9,2,-0.109890109,-0.071428571,-0.273809524,51,-593
0,1,3,-10,5.01574264,4,2,-0.030131827,0.158709677,-0.014285714,12,-165
0,1,3,-8,3.84120466,10,-4,-0.024565795,0.176866585,-0.014102564,-27,623
0,1,3,3,-3.33470226,2,-2,0.087557603,0.225,0.458333333,-120,16304
1,1,3,-5,1.44832306,-6,-2,0.005431675,-0.150450451,-0.109445277,24,-4585
0,1,3,-3,-9.60711841,6,0,0.096659559,-0.05934066,0.21875,26,-2750
0,1,3,0,2.82546201,6,5,-0.305263158,0.133333333,0.276811594,39,-1130
0,1,3,0,5.66735113,1,1,-0.097178683,0.2125,0.205128205,23,-15295
1,1,3,10,-10.0807666,-4,3,0.171408251,-0.337777778,-0.190283401,29,-4630
0,1,3,-5,-3.73990418,0,0,-0.054398466,-0.021021021,0.146464647,33,-690
0,1,3,0,0.22176592,-2,-3,0.170040485,0.020833333,0.011904762,-53,5065
0,2,3,0,-3.4825462,4,-1,-0.056725146,0.003612115,-0.059386973,19,-169
1,2,3,18,7.3045859,-2,-1,-0.243589744,-0.210416667,-0.259740259,29,-136
1,2,3,2,4.83504449,-2,1,0.214342002,0.040045767,-0.083333333,-70,295
1,2,3,-3,5.92744695,-1,8,-0.151143791,-0.030990174,-0.280797102,32,-152
1,2,3,-20,-1.86447639,-7,-2,0.009876543,-0.090301004,-0.036090225,34,-246
0,2,3,-10,-2.99247091,-1,-1,-0.139688845,0.102102102,0.269230769,63,-252
0,2,3,-16,-1.14442163,-3,-1,0.166307278,0.101576994,0.134952766,56,-998
0,2,3,2,0.40246406,1,-3,0.122159091,0.128205128,0.159041395,-64,258
1,2,3,0,-4.49281315,-6,-1,-0.002026342,-0.130857649,-0.166666667,49,-617
0,2,3,-8,5.52498289,2,4,0.104918033,0.100221484,-0.035714286,-40,571
1,1,5,-7,2.77618069,11,3,-0.033302239,0.036836865,-0.129321382,107,-1950
0,1,3,0,-4.42984257,4,0,0.092527387,0.29008822,-0.029569893,-23,1284
1,1,5,5,-1.67556468,14,1,0.018748646,0.049232064,-0.134952766,-12,26
1,1,3,0,6.2477755,-8,-1,-0.112876255,-0.17510661,0.022857143,276,-868
0,1,5,3,-3.24161533,15,-2,0.072119758,0.104633205,0.213530655,-277,895
1,2,5,-8,1.9301848,-3,1,-0.091868047,-0.216673903,-0.284210526,228,-1734
0,2,5,-10,5.48665298,0,0,0.197368421,0.044566544,0.049773756,-25,900
0,2,3,-3,2.30253251,3,0,-0.150653923,0.118709677,0.426666667,-264,2528
0,2,3,3,-0.55578371,2,-1,-0.16,0.115288221,0.369047619,-236,2734
1,2,5,35,2.19028063,8,-2,-0.086801306,0.081081081,-0.12983683,-4,585
0,1,3,3,0.39698836,-4,-4,-0.05,-0.060830528,0.314814815,-151,3661
1,1,5,-12,-2.62559891,-5,4,0.043113772,-0.023249055,-0.054054054,4,-4735
0,1,5,-18,1.77138946,1,-2,-0.045064748,0.067824649,0.011563367,-20,433
1,1,5,2,-11.58932238,1,4,0.035383778,0.018293915,0.093277311,51,-3079
0,1,3,-18,1.92197126,3,0,0.00096432,0.073158914,0.105555556,23,-2570
1,1,3,2,-11.73990418,-7,2,0.024969443,-0.395454545,0.087142857,8,-76
0,1,3,-10,-1.87268994,-5,-4,-0.014157015,-0.011538462,0.295652174,56,-898
0,1,5,5,0.59685147,12,10,0.105679109,0.117119405,-0.102443609,-78,15898
0,2,5,-2,-0.26283368,9,2,0.019284587,0.086206897,-0.066581306,-92,451
1,3,5,-8,0.07392197,0,2,-0.042735043,-0.03047619,-0.002026342,4,-315
1,3,5,-13,-7.4880219,-34,1,-0.034719445,0.012311738,-0.144200627,9,-700
0,1,3,18,6.10540726,3,-2,-0.035953178,0.377873564,0.195652174,-1,3
0,1,3,2,-2.85557837,1,0,-0.034246575,0.068111456,0.067476383,-30,198
1,1,3,-3,1.17453799,-3,-2,0.182241318,-0.135281385,-0.148706897,29,-196
1,1,3,-23,0.73374401,-2,-1,-0.144291754,-0.3,-0.088888889,-304,403
1,1,3,0,4.73921972,0,2,0.041666667,0.003243243,-0.146428571,509,-663
1,1,3,-3,1.85352498,-3,3,-0.057373654,-0.009456265,-0.272893773,-100,397
1,1,3,-20,-5.36344969,-2,4,0.188235294,-0.118181818,-0.30952381,27,-183
0,1,3,-13,-2.93223819,0,-1,-0.120899335,0.135106938,-0.057164634,10,-97
1,1,3,-7,-5.41820671,-3,7,-0.153123933,-0.054112554,0.003728814,33,-303
1,1,3,-15,12.29568788,0,-3,-0.0671123,-0.037777778,0.016129032,21,-143
0,1,3,8,4.58316222,3,2,-0.019185853,0.249698917,-0.161375662,-477,688
1,1,3,-20,2.76522929,-15,1,0.056497175,-0.248888889,-0.08173913,22,-225
1,1,3,-8,-3.74264203,-4,-4,0.0830484,-0.084385965,0.074468085,-14,67
0,1,3,2,7.06365503,1,4,0.060585432,-0.143714689,0.087301587,25,-177
1,1,3,2,-5.24024641,7,3,-0.083460366,-0.142105263,-0.130877743,33,-414
1,1,3,8,5.94387406,-3,0,0,-0.145833333,0.038461538,7,-32
1,1,3,0,1.08966462,-2,-2,-0.08,-0.010869565,-0.081346423,90,-8094
0,1,3,5,-1.51676933,0,-1,-0.061802233,0.038095238,0.193548387,16,-291
1,1,3,5,-7.27446954,3,-1,-0.007601836,-0.075471698,-0.020430107,-22,517
0,1,3,5,4.85968515,8,1,-0.023554256,0.212356792,-0.172413793,-36,1086
0,1,3,0,-8.59411362,4,-1,-0.007224462,-0.005952381,0.086486486,-43,1033
1,1,3,2,-3.01711157,5,1,0.14763178,-0.199439776,-0.122377622,413,-3800
1,1,3,2,-2.44763861,0,2,0.029032258,-0.176923077,-0.308695652,68,-5607
0,1,3,-3,-4.02737851,-2,-7,0.02725564,0.023703704,0.213978494,23,-402
0,1,3,5,-4.37234771,0,-2,0.009543089,0.029830508,0.201923077,15,-492
0,1,3,15,3.60574949,-1,0,0.00952381,0.15942029,0.175,-156,2219
0,1,3,-5,-1.25667352,0,1,0.029716047,0.094007051,0.236070381,23,-615
1,1,3,10,1.5906913,-3,7,-0.145502645,-0.053259142,-0.277890466,28,-498
0,1,3,-5,-4.40520192,2,-1,0.017582417,0.180555556,0.321839081,-34,1743
1,1,3,5,2.00958248,2,3,-0.098461538,-0.032467532,-0.273809524,84,-3378
1,1,3,-5,0.5284052,-3,1,0.06763285,-0.248372093,-0.126923077,39,-479
0,1,3,-13,0.8569473,-3,-4,0.262059369,0.16,0.226006192,38,-781
1,1,3,-16,1.17727584,-15,-1,0.010734464,-0.078947368,-0.112554112,31,-1575
1,1,3,10,-5.48665298,0,-3,-0.172727273,-0.185461324,-0.162835249,24,-880
0,1,3,10,-5.9301848,11,2,-0.024174528,0.108505093,-0.205128205,32,-599
0,1,3,-2,5.65366188,1,-6,0.333333334,0.178571429,0.35,37,-670
1,1,3,8,3.06913073,5,1,-0.110712863,-0.008241758,-0.047976012,40,-3840
1,1,3,-15,-0.78850103,-8,2,-0.093837535,-0.242063492,-0.07173913,157,-2611
1,1,3,-5,-0.95277207,3,-3,0.073015873,-0.104545455,0.007211538,67,-623
0,1,3,-8,-12.23271732,1,-3,0.124962541,0.311688312,0.064814814,-88,1057
1,1,3,0,-1.70294319,-5,4,-0.010033445,-0.322222222,-0.071770334,17,-495
1,1,3,2,-8.83778234,-3,0,-0.131756757,-0.407142857,-0.472222223,36,-581
0,1,3,-2,5.90554415,-1,0,-0.04172043,-0.024767802,0.068532819,-51,5472
0,1,3,-22,-0.55852156,-3,-7,-0.024318658,0.19593614,-0.003955175,-22,912
1,1,3,-10,1.37440109,-2,0,0.128205129,-0.118045113,-0.059649122,34,-1590
0,1,3,5,2.39014373,-1,3,0.043809524,0.087179488,-0.002525253,-19,1385
1,1,3,10,0.01368925,5,-1,0.124735729,0,-0.102678571,29,-2790
0,1,3,23,3.17590691,14,-4,0.011879804,0.235294118,0.322807017,-49,1785
1,1,3,-15,12.31211499,-4,-2,-0.101515151,-0.228571429,-0.203947368,-39,1034
0,1,3,-3,-2.54893908,-4,-3,0.104353393,0.07696477,0.209523809,-60,4060
0,1,3,-10,2.47227926,1,-1,-0.110573043,0.251282052,0.002873564,-27,1775
1,1,3,0,0.94182067,-6,5,-0.038095238,-0.129001883,-0.092995169,11,-860
0,1,3,5,6.56536619,3,1,-0.15648855,0.147350362,-0.052094718,4,-305
1,1,3,-10,3.59753593,2,2,0.069283213,-0.026086957,-0.167434716,29,-15210
0,1,3,5,1.37713895,-1,-3,0.087108014,0.252314815,0.125,-33,1047
0,1,3,3,1.81793292,8,2,-0.095907929,0.488095238,0.356643356,-6,605
0,1,3,0,-3.39219712,5,0,-0.040849831,0.030840214,0.093883357,51,-7830
1,1,3,-3,-4.09308693,-5,3,-0.124630674,-0.206271777,-0.1875,37,-1095
1,1,3,-13,2.2806297,-9,-5,0.194238584,-0.060545308,-0.077798862,-2,160
1,1,3,-3,-8.38056126,-11,0,0.12,-0.271712159,-0.194331983,4,-520
1,1,3,0,5.27583847,-6,-1,-0.043078587,-0.001519757,-0.035595106,-7,1490
0,1,3,-28,-4.67624914,-22,-1,0.021052632,-0.043548387,-0.054545455,-5,1395
1,1,3,13,-10.88021903,7,9,-0.162048969,-0.010466989,-0.16968131,53,-3989
1,1,3,20,5.69472964,4,0,-0.090628483,0.061032864,-0.074468085,-14,4395
0,1,3,0,-5.66735113,-2,1,0.095075758,0.007389162,0.239766082,-20,14910
0,1,3,3,-4.32032855,6,-5,0.079899074,0.115,0.173611111,-2,460
0,1,3,-35,-2.19028063,-3,4,0.069363167,0.134615385,-0.064516129,6,-625
0,1,3,7,3.57289528,-1,0,0.385714286,-0.074671446,0.12962963,-1,830
0,1,3,0,-2.09445585,-1,-3,0.135067464,0.024224807,0.120295699,-8,13590
0,1,3,33,-0.05475702,8,0,0.071729958,0.119300911,-0.084821429,-4,480
0,1,3,3,-0.96646133,0,3,-0.095698925,0.173745173,0.032163743,-4,11730
1,1,3,8,-3.60027379,2,1,-0.182926829,-0.019047619,-0.515384615,13,-14130
1,1,3,5,-2.0752909,0,-1,-0.086520947,-0.197916667,-0.123152709,-16,143
0,1,3,-10,-6.32169747,-5,-3,-0.002224694,0.117496807,0.220918866,78,-512
0,1,3,3,-5.87268994,1,1,-0.011387164,0.08813161,0.037828947,21,-117
0,1,3,7,5.4182067,3,-1,0.09775641,0.254545455,0.108695652,-37,318
0,1,3,-8,-5.64818617,11,-1,0.159855769,0.208974359,0.066666667,49,-268
0,1,3,7,-7.05270363,5,-7,0.078125,0.097222222,0.300675676,-54,332
1,1,3,2,0.80766598,-3,2,0.025641026,-0.059349594,-0.207207208,4,-17
1,1,3,-5,4.00273785,-4,-3,0.073810826,-0.108294931,-0.094537815,60,-456
0,1,3,-7,-2.65571526,1,-4,0.098044328,0.089052751,0.25,-955,607
0,1,3,-16,-5.01574264,-6,-1,0.032324419,0.047619047,0.045092838,53,-422
0,1,3,-3,-8.75564681,6,-2,-0.171477079,0.139814815,0.315151515,39,-296
0,1,3,2,0.76386037,2,-9,0.298094374,0.059090909,0.130662021,33,-159
0,1,3,-5,-0.52019165,-5,3,0.082404877,0.078282829,0.127837515,21,-235
1,1,3,-13,-1.64544832,-2,3,-0.055555555,-0.303613054,0.057575758,-327,923
0,1,3,8,6.14099931,2,0,0.34283001,-0.013831967,-0.086956522,-21,126
0,1,3,-7,6.18206708,-5,-7,0.200307377,-0.104989605,0.278508772,-6,29
0,1,3,23,2.14921287,9,3,0.010138249,-0.006152584,-0.072422258,-40,336
0,1,3,2,-0.6844627,-4,-4,-0.119510135,0.016118633,0.381123059,-74,7668
0,1,3,-2,-0.61054073,2,3,-0.071286472,-0.019457246,0.025745257,-20,465
1,1,3,3,-3.44969199,-3,3,0.079049198,-0.123611111,-0.272727273,44,-739
0,1,3,13,1.71115675,7,0,-0.016177958,0.403076923,-0.011111111,-104,1645
0,1,3,0,2.61190965,0,1,0.195652174,0.032467532,0.383522727,-74,2473
1,1,3,-2,-1.25941136,5,-4,-0.068866196,-0.017992424,-0.049411765,39,-1108
0,1,3,-10,-4.7118412,9,1,0.10505667,0.231481481,-0.074789916,-14,340
1,1,3,10,-1.21560575,9,1,-0.057269752,-0.2,-0.026143791,101,-3521
0,1,3,2,-5.90554415,2,2,-0.036231884,0.190061028,0.110887097,47,-5515
0,1,3,-15,-0.72826831,-2,-8,-0.028093434,-0.076127819,0.373881932,30,-455
0,1,3,10,-9.85900068,12,0,0.265028521,0.272268908,0.076923077,-14,379
0,1,3,-31,-2.67761807,-14,-8,0.057867049,-0.014844804,0.194594595,119,-2150
0,1,3,16,1.63997262,8,0,0.112781955,-0.086538462,0.15,-51,1878
1,1,3,8,6.71594798,0,2,-0.043144208,-0.341614907,0.012145749,91,-1007
1,1,3,5,-0.01095141,0,6,-0.210526316,0.092592593,-0.03030303,-55,583
1,1,3,13,5.96303902,-2,-3,-0.062337662,-0.094771242,0.198717948,-89,4402
0,1,3,-3,-10.72416153,4,-3,0.056873316,0.220779221,0.073513514,51,-528
0,1,3,-2,-0.74743326,1,5,-0.359126985,0.313888889,0.293939394,-89,1265
1,1,3,-18,-1.7522245,-3,1,0.087301587,-0.285546416,-0.075250836,59,-1992
1,1,3,27,4.65434634,6,1,-0.197817507,-0.115909091,0.024242424,58,-1576
0,1,3,0,3.24435318,7,-5,0.13122807,0.113146552,0.091269842,34,-505
1,1,3,10,-3.40862423,2,2,-0.157328386,-0.13622291,-0.108225108,254,-415
1,1,3,10,-7.321013,11,-1,0.082980178,-0.175366301,-0.069500675,16,-304
1,1,3,-13,6.86926763,-6,2,0.127949485,0.066312998,-0.333333333,50,-856
0,1,3,-3,1.58247776,0,-1,-0.118879288,0.064338235,0.165217391,-40,1892
0,1,3,-8,1.23203286,-4,-2,0.057633775,0.005399061,0.042925279,-7,171
0,1,3,-2,-4.00273785,-2,6,-0.044444445,0.097622027,0.026833631,26,-6985
0,1,3,13,-0.66529774,8,-2,-0.026459592,0.001547987,0.260869565,-9,655
0,1,3,-5,-2.99247091,-8,0,0.159583333,-0.04964971,0.034816247,9,-1195
1,1,3,2,1.14168378,-2,5,-0.173515982,-0.15,-0.221621622,23,-2740
1,1,3,-2,2.65023956,1,-1,0.059210526,-0.097674419,-0.06060606,13,-135
0,1,3,18,-7.32375085,2,-3,-0.093835616,0.037395229,0.247863248,-106,970
0,1,3,11,1.74401095,9,0,0.062444405,0.033510638,0.021212122,-12,1125
0,1,3,-11,-4.39972622,4,0,-0.03381267,0.22875817,0.108173077,4,-29
1,1,3,-10,11.89596167,-6,0,0.092245642,-0.013556338,-0.013419913,-80,2883
1,1,3,15,-3.75359343,-1,-1,-0.13064713,-0.052342971,-0.00877193,-8,915
1,1,3,30,4.82135524,4,1,-0.009413068,-0.329230769,-0.294117648,6,-710
1,1,3,0,1.44832307,0,-3,0.155298942,0.083405235,0.1,-47,210
1,1,3,-8,-4.26830938,-2,2,0.135543106,-0.078922717,-0.121597096,29,-2620
1,1,3,11,-2.88843259,1,1,-0.263492063,-0.182692308,-0.273706897,12,-1224
1,1,3,-3,-1.85626283,-9,-1,-0.053349876,-0.310776943,0.085714286,37,-15394
1,1,3,-5,-4.70362766,-9,-2,0.047619047,-0.14375,-0.03125,12,-745
1,1,3,5,1.70841889,0,1,0.185486212,-0.131756757,-0.120879121,12,-2135
1,1,3,-8,4.17522245,-4,0,0.006696429,-0.02027027,-0.077777777,25,-515
1,1,3,-24,-1.3963039,-11,-3,0.000581395,-0.311621967,-0.252747252,82,-2062
1,1,3,2,-9.15811088,-1,2,-0.1875,-0.240601503,-0.356321839,69,-1188
0,1,3,-25,-5.61259411,0,-3,0.199404762,0.128992629,0.454545454,-97,1750
1,1,3,-11,-0.75017111,-6,5,-0.052083334,-0.053278689,0.128571429,3,-1015
0,1,3,3,6.28610541,0,4,0.042206713,-0.122556391,0.214285714,-13,14030
0,1,3,-15,-3.32648871,-11,2,-0.008715422,-0.147671569,0.207692308,-10,1940
1,1,3,3,4.33127994,-4,-3,-0.013847181,-0.002120891,-0.052813853,-14,1245
1,1,3,20,5.94387406,-6,-2,-0.111944778,-0.089831282,-0.193191489,4,-480
1,1,3,8,1.67556468,-2,4,0.006809584,-0.049450549,-0.375494071,6,-12730
0,1,3,-15,5.32511978,-6,-1,-0.092613636,0.083717358,0.299242424,-20,2665
1,1,3,-25,-3.54551677,1,0,0.00048733,-0.023611111,-0.097751711,14,-14250
1,1,3,-10,-2.60643395,0,3,-0.136011276,-0.256302521,-0.1625,5,-12470
0,2,3,-15,-0.95824777,1,1,-0.19924338,0.221428571,0.229166667,-12,53
0,2,3,0,-4.89253936,4,-1,0.005918752,0.092664092,0.076923077,-382,447
0,2,3,-5,0.42162903,-3,-2,0.129326048,0.041025641,0.253571429,52,-568
0,2,3,13,7.16495551,4,-1,-0.147786947,0.608695652,0.331578947,-49,393
1,2,3,-5,0.78028748,-3,1,0.265501165,-0.235404897,0.026315789,77,-330
1,2,3,10,4.98836414,-11,-1,0.022008804,-0.036363636,0.045522019,105,-443
0,2,3,-11,5.10882956,-1,-4,0.391789763,-0.007868852,0.041407867,126,-1206
0,2,3,20,-6.30800822,6,0,-0.122608696,0.209595959,0.288235294,-62,609
1,2,3,-3,-6.11909651,1,4,-0.046296296,-0.107809847,-0.356777494,90,-1018
0,2,3,-8,1.5633128,3,-2,0.225925926,0.201612903,-0.009661835,40,-186
0,2,3,-5,-1.58795346,4,0,-0.227912549,0.077724359,0.184331797,-38,327
1,2,3,-26,-7.31006161,-15,-1,-0.043835616,-0.122783688,0.040865385,44,-1446
0,2,3,-13,3.52361396,-6,-3,0.16977058,-0.022031824,0.26984127,113,-805
0,2,3,13,6.275154,-1,-1,0.015384615,0.10877193,0.32962963,-101,1069
0,2,3,2,-7.27173169,-4,-1,-0.011113983,0.162768031,0.225274725,-14,493
1,2,3,3,2.52156058,4,4,-0.19467878,0.048611111,-0.267942583,-124,1150
0,2,3,-21,-7.41409994,-7,0,-0.152380953,0.052777778,0.105882353,10,-710
0,2,3,0,8.49007529,0,-2,0.341129223,-0.013333333,0.038461538,123,-1135
0,2,3,-18,6.8145106,2,1,-0.033017829,-0.016504126,0.355042017,-28,98
0,2,3,-3,-0.20807666,2,2,-0.081812035,0.170967742,0.261111111,51,-334
1,2,3,-3,1.17453799,-3,0,0.036324787,-0.244444445,-0.141666667,15,-131
0,2,3,-3,6.01232033,2,0,-0.051724138,-0.083333333,0.179487179,13,-129
