Result,surface,winner_ht,winner_age,loser_ht,loser_age,best_of,w_ace,w_df,%w_FSrv,%w_FSrvWon,%w_2ndWon,%l_FSrv,%l_FSrvWon,%l_2ndWon,l_ace,l_df,winner_rank,winner_rank_points,loser_rank,loser_rank_points
0,1,196,30.22313484,206,34.25598905,3,12,4,0.478873239,0.911764706,0.567567568,0.676923077,0.818181818,0.428571429,14,3,30,1368,15,2040
0,1,185,30.03696099,196,28.58590007,3,6,3,0.46969697,0.838709677,0.542857143,0.510638298,0.875,0.565217391,7,4,122,465,20,1765
0,1,193,24.25462012,183,34.58453114,3,24,7,0.61038961,0.893617021,0.366666667,0.676923077,0.727272727,0.619047619,3,2,52,975,33,1310
1,1,198,30.83093771,193,28.78028747,3,13,3,0.513157895,0.871794872,0.648648649,0.537037037,0.793103448,0.46,18,7,17,1940,84,647
1,1,196,28.58590007,175,31.57837098,3,16,3,0.571428571,0.928571429,0.476190476,0.6,0.533333333,0.5,2,1,20,1765,281,135
0,1,175,31.57837098,188,31.67145791,3,1,1,0.692307692,0.688888889,0.5,0.596491228,0.647058824,0.434782609,3,5,281,135,116,501
1,1,185,33.17180014,178,32.19986311,3,7,1,0.571428571,0.875,0.366666667,0.701492537,0.617021277,0.4,4,2,2,7945,11,2420
0,1,193,32.92539357,183,31.30732375,3,6,3,0.655172414,0.763157895,0.45,0.703296703,0.765625,0.62962963,2,0,20,1770,13,2215
1,1,185,33.17180014,185,29.2183436,3,7,2,0.650793651,0.780487805,0.5,0.666666667,0.684210526,0.421052632,5,1,2,7945,24,1640
1,1,178,32.19986311,183,31.09924709,3,3,1,0.693548387,0.651162791,0.526315789,0.649350649,0.58,0.37037037,7,2,11,2420,69,836
1,1,183,31.30732375,185,33.13073238,3,8,0,0.644067797,0.763157895,0.80952381,0.584415584,0.666666667,0.5,8,0,13,2215,66,860
1,1,198,22.29158111,185,27.44695414,3,15,14,0.67,0.731343284,0.393939394,0.609022556,0.62962963,0.519230769,3,4,7,4005,17,1975
1,1,185,25.9192334,198,30.85010267,3,11,4,0.604938272,0.755102041,0.625,0.602941176,0.780487805,0.592592593,3,1,4,4755,16,2030
1,1,185,33.17180014,175,29.2019165,3,7,1,0.582089552,0.794871795,0.607142857,0.676056338,0.770833333,0.391304348,10,2,2,7945,53,980
1,1,183,31.30732375,170,26.96783025,3,2,1,0.627118644,0.675675676,0.545454545,0.604651163,0.519230769,0.411764706,2,4,13,2215,23,1690
0,1,185,33.13073238,178,29.59890486,3,11,3,0.547008547,0.734375,0.452830189,0.625,0.6375,0.479166667,7,4,66,860,6,4040
1,1,198,30.85010267,183,30.14099932,3,7,0,0.672727273,0.810810811,0.5,0.489361702,0.695652174,0.5,3,1,16,2030,65,860
0,1,185,29.2183436,163,28.65982204,3,3,1,0.696202532,0.709090909,0.625,0.640625,0.804878049,0.47826087,12,3,24,1640,18,1815
0,1,183,31.09924709,183,31.60848734,3,9,4,0.587301587,0.72972973,0.423076923,0.580645161,0.583333333,0.5,0,0,69,836,44,1045
1,1,193,32.92539357,180,31.137577,3,4,5,0.585106383,0.745454545,0.538461538,0.535353535,0.716981132,0.456521739,3,2,20,1770,172,305
1,1,183,31.30732375,193,26.7871321,3,8,2,0.679245283,0.722222222,0.705882353,0.592592593,0.71875,0.363636364,7,3,13,2215,95,582
0,1,185,33.13073238,196,30.24229979,3,1,1,0.626865672,0.761904762,0.68,0.584269663,0.711538462,0.432432432,7,5,66,860,29,1438
1,1,183,34.35455168,188,28.22176591,3,12,2,0.590163934,0.861111111,0.4,0.567567568,0.619047619,0.53125,2,6,22,1715,54,972
1,1,196,28.60506502,185,25.44558522,3,16,1,0.692307692,0.888888889,0.625,0.50877193,0.689655172,0.642857143,2,4,19,1810,30,1340
1,1,185,27.44695414,180,29.09787817,3,1,10,0.5,0.583333333,0.5,0.666666667,0.571428571,0.285714286,1,3,17,1975,28,1456
1,1,198,30.85010267,190,28.95824778,3,2,6,0.682539683,0.88372093,0.5,0.582278481,0.739130435,0.393939394,19,7,16,2030,92,601
1,1,183,30.14099932,188,37.87268994,3,6,6,0.524752475,0.754716981,0.75,0.556521739,0.8125,0.431372549,16,7,65,860,67,852
1,1,163,28.678987,185,33.14989733,3,5,1,0.576923077,0.766666667,0.772727273,0.677966102,0.725,0.157894737,6,4,19,1815,56,930
1,1,188,32.22450376,185,25.46475017,3,5,6,0.714285714,0.888888889,0.388888889,0.596774194,0.648648649,0.48,2,5,1,12325,31,1340
0,1,185,33.14989733,183,31.32648871,3,8,5,0.541666667,0.730769231,0.613636364,0.632183908,0.763636364,0.46875,6,3,56,930,11,2395
1,1,188,32.22450376,188,28.08487337,3,8,0,0.709677419,0.818181818,0.5,0.677419355,0.619047619,0.55,0,2,1,12325,53,962
0,1,185,33.14989733,170,26.98699521,3,11,4,0.547945205,0.75,0.575757576,0.597014925,0.6,0.555555556,2,3,56,930,24,1645
1,1,163,28.678987,183,31.11841205,3,4,2,0.559322034,0.818181818,0.576923077,0.587301587,0.648648649,0.461538462,0,2,19,1815,59,916
1,1,188,32.22450376,198,31.84668036,3,15,5,0.587301587,0.837837838,0.5,0.46875,0.633333333,0.441176471,9,4,1,12325,45,1035
0,1,188,28.08487337,206,34.29431896,3,1,1,0.735849057,0.782051282,0.642857143,0.715686275,0.849315068,0.551724138,32,2,53,962,16,2040
1,1,185,33.14989733,190,28.85147159,3,2,2,0.652777778,0.787234043,0.48,0.653846154,0.647058824,0.518518519,3,2,56,930,66,876
1,1,163,28.678987,185,29.23750856,3,4,2,0.655172414,0.763157895,0.45,0.59375,0.605263158,0.423076923,2,2,19,1815,22,1710
0,1,183,31.11841205,183,31.62765229,3,9,2,0.464285714,0.769230769,0.533333333,0.632653061,0.580645161,0.277777778,0,3,59,916,46,1035
0,1,198,31.84668036,188,28.40246407,3,18,7,0.525,0.904761905,0.421052632,0.597402597,0.760869565,0.451612903,4,3,45,1035,41,1048
0,1,188,28.08487337,183,34.62286105,3,4,2,0.670212766,0.682539683,0.580645161,0.594594595,0.75,0.5,7,3,53,962,35,1275
1,1,206,34.29431896,180,29.11704312,3,27,1,0.725490196,0.797297297,0.357142857,0.758928571,0.752941176,0.444444444,10,2,16,2040,28,1466
1,1,185,25.46475017,180,26.98425736,3,8,2,0.615384615,0.583333333,0.6,0.475609756,0.692307692,0.372093023,10,6,31,1340,111,491
1,1,183,34.37371663,188,28.24093087,3,10,0,0.509259259,0.727272727,0.58490566,0.631067961,0.784615385,0.368421053,9,10,23,1670,74,802
1,1,196,30.26146475,188,35.73990418,3,4,3,0.6,0.888888889,0.583333333,0.596491228,0.529411765,0.565217391,3,3,29,1403,33,1310
1,1,185,33.14989733,190,32.24366872,3,4,6,0.602941176,0.804878049,0.481481481,0.535714286,0.766666667,0.423076923,4,3,56,930,324,120
1,1,196,30.28062971,188,29.65092402,3,7,7,0.566666667,0.764705882,0.423076923,0.548387097,0.470588235,0.5,1,1,30,1403,82,670
1,1,196,30.28062971,188,28.10403833,3,9,15,0.517241379,0.733333333,0.339285714,0.637362637,0.672413793,0.484848485,5,2,30,1403,64,897
0,1,188,29.65092402,183,30.17932923,3,16,2,0.647058824,0.848484848,0.416666667,0.524752475,0.79245283,0.625,12,4,82,670,61,911
1,1,183,30.17932923,190,32.36960986,3,6,4,0.630136986,0.760869565,0.444444444,0.426470588,0.724137931,0.435897436,6,5,61,911,154,356
1,1,188,28.10403833,193,28.83778234,3,6,2,0.656565657,0.676923077,0.617647059,0.471910112,0.714285714,0.595744681,9,5,64,897,96,552
0,1,190,32.36960986,185,30.38740589,3,11,7,0.4375,0.885714286,0.622222222,0.516129032,0.895833333,0.377777778,9,6,154,356,43,1061
0,1,188,29.65092402,175,29.24024641,3,12,3,0.588235294,0.8,0.571428571,0.62,0.677419355,0.263157895,4,1,82,670,58,955
1,1,185,27.47433265,196,33.9192334,3,9,1,0.56097561,0.695652174,0.472222222,0.542857143,0.684210526,0.34375,9,5,51,1018,101,530
1,1,188,37.91101985,180,33.5687885,3,12,5,0.49382716,0.775,0.536585366,0.595505618,0.698113208,0.583333333,2,1,63,903,71,847
0,1,193,28.83778234,190,30.10540726,3,21,4,0.579545455,0.803921569,0.540540541,0.510204082,0.72,0.5,6,9,96,552,84,619
0,1,190,32.36960986,180,27.00342231,3,17,5,0.527777778,0.842105263,0.558823529,0.549295775,0.769230769,0.5,13,1,154,356,111,491
0,1,196,33.9192334,190,35.49075975,3,8,4,0.615384615,0.75,0.466666667,0.455696203,0.638888889,0.488372093,4,7,101,530,77,745
1,1,180,27.02258727,180,35.17590691,5,9,3,0.611650485,0.80952381,0.55,0.607692308,0.632911392,0.470588235,10,2,111,491,260,170
1,1,180,29.15537303,178,35.45242984,5,4,1,0.756097561,0.725806452,0.55,0.458823529,0.743589744,0.369565217,2,5,29,1441,186,266
0,1,175,29.25941136,183,31.15674196,5,4,6,0.585365854,0.680555556,0.529411765,0.475806452,0.762711864,0.446153846,12,4,58,955,57,961
1,1,185,25.50308008,178,35.86036961,5,16,5,0.503546099,0.774647887,0.5,0.541284404,0.745762712,0.46,10,5,27,1475,71,831
0,1,188,28.12320329,185,29.27583847,5,5,3,0.658914729,0.682352941,0.590909091,0.604477612,0.654320988,0.528301887,5,5,69,852,20,1735
0,1,188,28.27926078,190,35.50992471,5,13,3,0.582608696,0.731343284,0.604166667,0.627906977,0.555555556,0.625,6,3,78,722,77,735
1,1,180,33.64818617,185,26.91854894,5,13,3,0.637254902,0.830769231,0.540540541,0.683673469,0.76119403,0.483870968,10,2,53,1013,178,280
1,1,193,24.33127995,188,29.67008898,5,24,8,0.595238095,0.88,0.558823529,0.56,0.660714286,0.477272727,4,4,30,1430,86,610
0,1,183,31.6659822,183,31.36481862,5,6,2,0.638157895,0.639175258,0.490909091,0.546218487,0.646153846,0.574074074,10,4,47,1041,10,2575
1,1,193,32.98288843,188,31.60574949,5,8,0,0.567010309,0.745454545,0.523809524,0.549019608,0.660714286,0.456521739,1,7,13,2140,51,1019
1,1,170,27.02532512,190,32.38877481,5,2,2,0.574712644,0.76,0.594594595,0.532608696,0.673469388,0.418604651,6,4,21,1725,143,376
1,1,206,34.33264887,188,36.22724162,5,29,1,0.77027027,0.877192982,0.647058824,0.534653465,0.62962963,0.595744681,5,2,14,2075,165,326
0,1,183,28.8788501,185,27.4934976,5,7,7,0.6640625,0.717647059,0.372093023,0.630252101,0.666666667,0.431818182,2,2,256,172,52,1018
1,1,198,30.90759754,190,30.12457221,5,17,9,0.586956522,0.851851852,0.473684211,0.554347826,0.68627451,0.512195122,6,4,23,1590,83,619
1,1,188,35.77823409,180,33.26488706,5,12,7,0.683673469,0.820895522,0.451612903,0.463636364,0.666666667,0.440677966,0,8,34,1310,231,201
1,1,185,33.229295,183,30.19849418,5,6,3,0.571428571,0.795454545,0.575757576,0.67816092,0.627118644,0.357142857,4,0,2,7945,60,936
0,1,180,27.02258727,180,29.15537303,5,10,8,0.527131783,0.735294118,0.491803279,0.719008264,0.666666667,0.441176471,8,1,111,491,29,1441
1,1,183,34.41204654,188,32.5338809,5,19,2,0.525423729,0.806451613,0.714285714,0.608,0.723684211,0.571428571,9,3,24,1535,74,815
1,1,185,38.04791239,172,27.26625599,5,16,4,0.68907563,0.768292683,0.432432432,0.64957265,0.644736842,0.512195122,2,8,3,6950,99,535
0,1,175,29.25941136,185,25.50308008,5,5,3,0.625,0.7,0.541666667,0.48,0.666666667,0.448717949,13,8,58,955,27,1475
0,1,188,28.12320329,175,29.18001369,5,5,7,0.653543307,0.722891566,0.5,0.537190083,0.661538462,0.375,5,8,69,852,68,857
1,1,163,28.71731691,183,25.52224504,5,8,5,0.538461538,0.857142857,0.6,0.605633803,0.627906977,0.285714286,2,4,15,2055,109,496
1,1,178,29.65639973,190,29.01574264,5,2,5,0.5,0.716981132,0.603773585,0.507936508,0.765625,0.370967742,18,8,7,4005,108,503
1,1,193,32.98288843,193,28.8569473,5,5,6,0.635135135,0.85106383,0.518518519,0.507462687,0.705882353,0.333333333,4,5,13,2140,93,562
0,1,181,30.10540726,196,30.29979466,5,15,13,0.589108911,0.705882353,0.530120482,0.551912568,0.772277228,0.414634146,16,21,80,685,26,1508
1,1,198,30.90759754,183,28.8788501,5,13,11,0.545454545,0.819444444,0.45,0.592920354,0.671641791,0.543478261,11,3,23,1590,256,172
1,1,188,32.26283368,180,27.02258727,5,6,8,0.623655914,0.810344828,0.6,0.522222222,0.70212766,0.465116279,6,3,1,11685,111,491
1,1,183,34.41204654,183,37.69472964,5,24,3,0.531746032,0.805970149,0.542372881,0.619834711,0.746666667,0.434782609,5,3,24,1535,135,396
1,1,185,38.04791239,175,29.25941136,5,10,1,0.655737705,0.8,0.714285714,0.507462687,0.411764706,0.393939394,0,4,3,6950,58,955
1,1,163,28.71731691,188,28.12320329,5,17,2,0.576923077,0.773333333,0.618181818,0.641221374,0.761904762,0.489361702,9,3,15,2055,69,852
1,1,198,22.34907598,181,30.10540726,5,25,7,0.714285714,0.8,0.5,0.58974359,0.706521739,0.53125,16,3,6,4005,80,685
0,1,198,30.90759754,206,34.33264887,5,21,17,0.519230769,0.802469136,0.52,0.714285714,0.778947368,0.526315789,40,4,23,1590,14,2075
0,1,183,34.41204654,188,32.26283368,5,9,3,0.542857143,0.842105263,0.5625,0.602739726,0.704545455,0.413793103,2,5,24,1535,1,11685
1,1,185,38.04791239,163,28.71731691,5,10,3,0.677419355,0.833333333,0.4,0.5,0.4,0.266666667,0,4,3,6950,15,2055
1,1,193,32.98288843,180,33.58795346,5,8,0,0.753846154,0.734693878,0.8125,0.661538462,0.511627907,0.409090909,1,3,13,2140,70,850
0,1,170,27.02532512,198,22.34907598,5,0,1,0.612403101,0.64556962,0.52,0.6328125,0.617283951,0.319148936,11,17,21,1725,6,4005
1,1,185,33.229295,198,30.90759754,5,11,6,0.569892473,0.830188679,0.475,0.660194175,0.588235294,0.457142857,10,5,2,7945,23,1590
0,1,188,28.27926078,185,38.04791239,5,6,7,0.694656489,0.747252747,0.525,0.611111111,0.738636364,0.5,6,1,78,722,3,6950
1,1,185,33.229295,170,27.02532512,5,5,1,0.626373626,0.701754386,0.5,0.602150538,0.571428571,0.459459459,4,3,2,7945,21,1725
1,1,188,34.41478439,181,30.16290212,3,19,1,0.535353535,0.924528302,0.652173913,0.526785714,0.745762712,0.58490566,14,5,61,955,76,765
0,1,181,30.16290212,196,30.35728953,3,7,1,0.617647059,0.880952381,0.576923077,0.538461538,0.828571429,0.333333333,4,6,76,765,23,1508
0,1,188,34.41478439,185,25.56057495,3,6,0,0.652777778,0.872340426,0.76,0.578947368,0.863636364,0.5625,3,1,61,955,26,1430
0,1,181,30.16290212,188,28.18069815,3,27,0,0.683333333,0.926829268,0.473684211,0.728571429,0.725490196,0.421052632,4,0,76,765,62,897
1,1,196,30.35728953,183,25.5797399,3,14,2,0.655737705,0.825,0.571428571,0.666666667,0.711538462,0.461538462,5,0,23,1508,98,558
1,1,185,25.56057495,185,27.55099247,3,11,2,0.578947368,0.727272727,0.5,0.72826087,0.656716418,0.48,13,0,26,1430,49,1018
0,1,188,34.41478439,185,27.56194387,3,21,2,0.7,0.836734694,0.571428571,0.577319588,0.678571429,0.487804878,9,7,61,955,17,1895
0,1,188,28.18069815,163,28.77481177,3,1,1,0.68627451,0.714285714,0.6875,0.574468085,0.62962963,0.4,3,2,62,897,14,2055
0,1,181,30.16290212,183,34.71868583,3,11,1,0.733333333,0.931818182,0.5,0.671875,0.813953488,0.428571429,4,1,76,765,37,1240
1,1,196,30.35728953,185,33.24572211,3,15,4,0.545454545,0.857142857,0.457142857,0.692307692,0.777777778,0.458333333,4,2,23,1508,41,1200
0,1,185,27.55099247,188,35.83572895,3,4,1,0.679012346,0.818181818,0.461538462,0.683544304,0.796296296,0.44,9,1,49,1018,35,1265
0,1,188,34.41478439,188,28.49828884,3,8,1,0.661016949,0.820512821,0.55,0.523809524,0.757575758,0.433333333,6,0,61,955,55,1003
1,1,183,34.71868583,193,28.91444216,3,3,0,0.608695652,0.785714286,0.833333333,0.621212121,0.780487805,0.36,14,1,37,1240,87,605
1,1,185,33.24572211,190,33.42915811,3,6,6,0.614035088,0.757142857,0.5,0.715789474,0.720588235,0.555555556,12,1,41,1200,100,551
1,1,188,35.83572895,178,35.50992471,3,3,2,0.755102041,0.702702703,0.75,0.5,0.68,0.36,1,2,35,1265,182,276
1,1,185,27.55099247,185,30.17111567,3,7,1,0.656716418,0.772727273,0.652173913,0.521126761,0.756756757,0.558823529,9,3,49,1018,89,604
0,1,188,34.41478439,180,33.64544832,3,10,2,0.613333333,0.782608696,0.448275862,0.613636364,0.574074074,0.441176471,2,1,61,955,52,1012
0,1,185,30.46406571,183,31.72347707,3,10,0,0.714285714,0.745454545,0.454545455,0.666666667,0.692307692,0.384615385,4,3,64,891,57,996
1,1,183,31.72347707,172,27.32375086,3,2,2,0.64,0.729166667,0.518518519,0.6,0.666666667,0.5,6,5,57,996,86,605
1,1,175,29.23750856,175,34.45037645,3,6,1,0.586956522,0.814814815,0.631578947,0.644067797,0.552631579,0.380952381,1,5,63,892,146,373
1,1,172,27.32375086,180,35.23340178,3,0,5,0.654320988,0.566037736,0.464285714,0.651162791,0.571428571,0.433333333,3,2,86,605,250,180
0,1,188,28.19986311,196,30.37645448,3,7,4,0.657142857,0.869565217,0.625,0.546511628,0.936170213,0.282051282,16,8,63,942,23,1553
1,1,188,28.3559206,175,29.33607118,3,8,2,0.681818182,0.8,0.571428571,0.5625,0.75,0.535714286,1,0,26,1432,48,1038
0,1,183,31.23340178,188,31.68240931,3,9,1,0.553846154,0.833333333,0.620689655,0.647887324,0.5,0.56,1,1,61,971,46,1050
1,1,183,31.23340178,172,27.34291581,3,3,0,0.62,0.838709677,0.526315789,0.490196078,0.48,0.538461538,2,1,61,971,93,586
0,1,188,31.68240931,193,33.05954825,3,0,2,0.5,0.7,0.6,0.710144928,0.632653061,0.3,5,1,46,1050,12,2330
1,1,183,31.44147844,190,35.58658453,3,6,1,0.62745098,0.78125,0.631578947,0.673469388,0.575757576,0.25,4,1,10,2530,74,795
1,1,183,31.44147844,180,33.66461328,3,7,1,0.651515152,0.744186047,0.347826087,0.573333333,0.674418605,0.375,1,2,10,2530,53,1012
0,1,190,35.58658453,193,24.40793977,3,8,3,0.637931034,0.837837838,0.523809524,0.723076923,0.680851064,0.333333333,4,2,74,795,27,1430
1,1,180,33.66461328,188,29.7467488,3,2,1,0.679487179,0.641509434,0.52,0.623188406,0.604651163,0.384615385,4,4,53,1012,94,575
1,1,185,26.07255305,190,32.37782341,3,7,4,0.657142857,0.869565217,0.333333333,0.666666667,0.68,0.36,5,3,5,4415,503,57
1,1,198,22.44490075,198,31.98083504,3,6,0,0.737704918,0.822222222,0.625,0.728813559,0.790697674,0.375,15,1,6,4095,55,1010
1,1,206,34.42847365,175,29.35523614,3,21,0,0.690140845,0.836734694,0.590909091,0.680555556,0.714285714,0.652173913,1,0,19,1805,48,1053
0,1,198,31.98083504,170,27.1211499,3,32,4,0.657894737,0.746666667,0.461538462,0.676767677,0.656716418,0.59375,5,0,55,1010,16,1995
1,1,185,26.07255305,185,33.28405202,3,8,2,0.722222222,0.820512821,0.466666667,0.551724138,0.6875,0.346153846,1,1,5,4415,42,1175
1,1,178,32.35318275,183,31.76180698,3,5,2,0.578947368,0.666666667,0.416666667,0.641304348,0.694915254,0.424242424,5,1,12,2370,60,996
0,1,206,34.42847365,193,33.07871321,3,22,1,0.778947368,0.783783784,0.619047619,0.681415929,0.74025974,0.444444444,7,12,19,1805,11,2375
1,1,185,27.60027379,185,29.37166324,3,7,6,0.513513514,0.868421053,0.527777778,0.675324675,0.673076923,0.56,5,0,17,1895,22,1655
0,1,198,31.98083504,183,31.46064339,3,14,1,0.507042254,0.777777778,0.542857143,0.634615385,0.696969697,0.578947368,1,2,55,1010,10,2575
1,1,170,27.1211499,188,35.87405886,3,2,3,0.71,0.647887324,0.551724138,0.556818182,0.632653061,0.512820513,12,3,16,1995,38,1195
1,1,188,32.35865845,183,30.29431896,3,6,0,0.638297872,0.866666667,0.588235294,0.591836735,0.551724138,0.65,1,0,1,9865,80,691
1,1,188,32.35865845,163,28.81314168,3,7,0,0.661016949,0.871794872,0.5,0.6,0.743589744,0.461538462,7,1,1,9865,15,2055
1,1,188,32.35865845,185,25.59890486,3,8,0,0.55,0.818181818,0.722222222,0.638888889,0.47826087,0.230769231,0,2,1,9865,24,1520
1,1,188,32.35865845,178,35.06639288,3,10,2,0.666666667,0.805555556,0.611111111,0.569620253,0.6,0.441176471,3,1,1,9865,133,412
1,1,163,28.81314168,188,28.21902806,3,12,5,0.483516484,0.704545455,0.382978723,0.636363636,0.589285714,0.375,2,2,15,2055,39,1192
1,1,198,31.00342231,173,31.03080082,3,5,4,0.677966102,0.875,0.368421053,0.6,0.733333333,0.6,0,1,30,1410,126,429
1,1,183,34.75701574,180,33.68377823,3,1,1,0.564102564,0.636363636,0.647058824,0.642857143,0.481481481,0.266666667,0,1,50,1035,52,1025
0,1,183,30.29431896,183,31.25256674,3,6,1,0.640449438,0.754385965,0.5625,0.6875,0.745454545,0.56,6,1,80,691,43,1101
0,1,198,22.46406571,185,38.16290212,3,17,1,0.777777778,0.771428571,0.6,0.641304348,0.644067797,0.575757576,3,0,6,4185,3,7130
1,1,188,32.37782341,206,34.4476386,3,9,3,0.788461538,0.87804878,0.727272727,0.761904762,0.583333333,0.733333333,9,0,1,10365,17,1895
1,1,185,26.091718,185,27.61943874,3,3,2,0.790322581,0.673469388,0.538461538,0.618181818,0.588235294,0.476190476,1,2,5,4915,26,1440
1,1,185,38.16290212,163,28.83230664,3,8,1,0.722891566,0.716666667,0.565217391,0.550561798,0.591836735,0.65,2,3,3,7130,14,2190
1,1,206,34.4476386,185,25.61806982,3,19,0,0.759259259,0.853658537,0.692307692,0.508196721,0.774193548,0.533333333,8,4,17,1895,22,1600
0,1,193,29.28952772,185,30.52156057,3,15,3,0.557377049,0.911764706,0.555555556,0.627118644,0.675675676,0.5,2,2,248,184,63,916
1,1,178,32.37234771,190,32.39698836,3,9,12,0.636363636,0.654761905,0.416666667,0.572649573,0.71641791,0.4,13,3,12,2280,289,147
0,1,185,27.61943874,196,30.41478439,3,2,5,0.676056338,0.666666667,0.608695652,0.525641026,0.634146341,0.513513514,12,8,26,1440,23,1553
1,1,185,26.091718,188,28.23819302,3,11,0,0.642857143,0.888888889,0.56,0.657894737,0.7,0.5,5,1,5,4915,37,1192
1,1,198,22.46406571,188,32.64887064,3,21,3,0.734177215,0.827586207,0.523809524,0.726190476,0.721311475,0.52173913,8,3,6,4185,71,835
1,1,163,28.83230664,183,31.78097194,3,5,0,0.513513514,0.789473684,0.611111111,0.5,0.583333333,0.333333333,1,2,14,2190,57,996
1,1,185,38.16290212,188,31.72073922,3,8,0,0.796296296,0.906976744,0.636363636,0.589041096,0.604651163,0.7,7,4,3,7130,46,1095
0,1,185,30.52156057,185,27.60848734,3,10,3,0.610526316,0.775862069,0.351351351,0.681318681,0.693548387,0.551724138,7,2,63,916,60,963
0,1,193,29.28952772,170,27.14031485,3,11,3,0.622641509,1,0.6,0.53968254,0.705882353,0.482758621,2,2,248,184,16,1995
1,1,178,32.37234771,198,32,3,4,3,0.666666667,0.866666667,0.666666667,0.5,0.75,0.464285714,8,3,12,2280,45,1100
0,1,183,30.31348392,185,29.3908282,3,9,1,0.707317073,0.724137931,0.541666667,0.605633803,0.720930233,0.464285714,6,1,58,991,21,1655
1,1,163,28.83230664,185,33.30321697,3,10,1,0.605263158,0.782608696,0.733333333,0.583333333,0.642857143,0.3,3,3,14,2190,52,1015
0,1,188,31.72073922,198,31.02258727,3,7,0,0.634615385,0.848484848,0.631578947,0.467741935,0.724137931,0.575757576,10,1,46,1095,25,1455
0,1,190,32.41615332,183,34.54620123,3,9,3,0.558139535,0.729166667,0.421052632,0.602150538,0.678571429,0.486486486,12,1,243,192,18,1670
1,1,183,34.54620123,183,34.79534565,3,5,3,0.612244898,0.716666667,0.552631579,0.558139535,0.729166667,0.421052632,6,4,18,1670,47,1035
0,1,190,32.41615332,193,28.99110198,3,9,4,0.511363636,0.866666667,0.534883721,0.638888889,0.724637681,0.41025641,20,1,243,192,92,607
1,1,183,34.54620123,188,38.06433949,3,17,2,0.685714286,0.847222222,0.666666667,0.719298246,0.756097561,0.5625,18,4,18,1670,62,958
0,1,183,34.79534565,188,34.49144422,3,0,1,0.787878788,0.730769231,0.5,0.521126761,0.72972973,0.411764706,8,3,47,1035,36,1230
0,1,190,32.41615332,180,33.78234086,3,12,2,0.589285714,0.818181818,0.739130435,0.587301587,0.810810811,0.384615385,14,3,243,192,45,1088
0,1,193,28.99110198,170,27.15947981,3,13,4,0.571428571,0.765625,0.458333333,0.684210526,0.679487179,0.5,1,2,92,607,15,1995
1,1,183,34.79534565,178,35.58658453,3,3,3,0.56097561,0.913043478,0.666666667,0.729166667,0.514285714,0.538461538,3,0,47,1035,179,281
0,1,193,28.99110198,190,29.02395619,3,9,0,0.655172414,0.815789474,0.6,0.710526316,0.666666667,0.409090909,3,3,92,607,77,699
1,1,185,29.40999316,185,30.2477755,3,16,5,0.559322034,0.742424242,0.615384615,0.6,0.863636364,0.386363636,4,4,20,1620,111,500
1,1,183,31.29089665,190,35.6440794,3,5,1,0.56,0.821428571,0.772727273,0.62,0.741935484,0.421052632,2,0,44,1111,72,795
1,1,198,31.04175222,188,32.66803559,3,13,8,0.59375,0.736842105,0.564102564,0.592920354,0.835820896,0.347826087,23,4,25,1455,66,860
0,1,183,31.29089665,180,29.28952772,3,8,1,0.592592593,0.9375,0.5,0.691358025,0.535714286,0.64,5,1,44,1111,32,1316
1,1,198,31.04175222,208,40.62422998,3,11,8,0.614285714,0.88372093,0.444444444,0.545454545,0.866666667,0.4,9,4,25,1455,87,621
1,1,183,31.29089665,183,31.80013689,3,8,1,0.580645161,0.75,0.5,0.540540541,0.575,0.5,4,1,44,1111,58,971
1,1,180,29.28952772,196,34.22313484,3,8,0,0.744680851,0.771428571,0.541666667,0.652631579,0.709677419,0.545454545,0,5,32,1316,152,350
0,1,208,40.62422998,181,30.23956194,3,35,5,0.651376147,0.845070423,0.578947368,0.607843137,0.887096774,0.625,23,5,87,621,71,815
1,1,183,31.29089665,172,27.40041068,3,3,2,0.568965517,0.757575758,0.56,0.604166667,0.620689655,0.263157895,1,3,44,1111,93,604
1,1,183,31.80013689,185,29.43189596,3,0,1,0.596774194,0.756756757,0.48,0.622641509,0.787878788,0.25,4,0,58,971,113,490
0,1,178,35.9945243,188,28.57494867,3,6,4,0.431034483,0.88,0.696969697,0.443037975,0.857142857,0.409090909,5,5,76,715,68,845
0,1,185,27.62765229,188,28.25735797,3,7,3,0.729166667,0.685714286,0.423076923,0.6,0.685185185,0.305555556,6,4,60,963,35,1252
1,1,173,31.06913073,180,35.3100616,3,5,4,0.547169811,0.689655172,0.583333333,0.604316547,0.702380952,0.4,12,5,129,429,251,180
1,1,188,28.25735797,198,32.01916496,3,5,2,0.705882353,0.716666667,0.48,0.571428571,0.818181818,0.303030303,16,5,35,1252,50,1020
0,1,180,35.3100616,178,32.39151266,3,3,3,0.55,0.818181818,0.555555556,0.5,0.517241379,0.310344828,2,7,251,180,12,2415
0,1,185,27.62765229,175,29.39356605,3,3,0,0.59223301,0.672131148,0.476190476,0.619047619,0.692307692,0.46875,5,3,60,963,43,1120
0,1,198,32.01916496,188,28.41341547,3,25,3,0.681415929,0.792207792,0.583333333,0.633663366,0.78125,0.621621622,9,1,50,1020,27,1432
1,1,175,29.39356605,193,26.97878166,3,6,3,0.674698795,0.714285714,0.481481481,0.633663366,0.671875,0.405405405,9,3,43,1120,184,273
